                    *********************************************************************************
                    *  Z= 62 A=145: Positive-Parity Spin-dependent Level Density [MeV-1] for SM145  *
  18.00  1.153  9.66E+11 8.15E+11 9.53E+12 3.42E+10 6.72E+10 9.50E+10 1.10E+11 1.06E+11 1.01E+11 8.76E+10 6.54E+10 4.85E+10 3.60E+10 2.40E+10 1.57E+10 1.00E+10 6.05E+09 3.63E+09 2.22E+09 1.31E+09 6.76E+08 3.82E+08 2.10E+08 1.13E+08 5.44E+07 2.78E+07 1.33E+07 6.75E+06 3.51E+06 3.30E+04 9.59E+03 1.69E+03 2.18E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  19.00  1.184  2.37E+12 1.99E+12 2.39E+13 7.86E+10 1.55E+11 2.24E+11 2.62E+11 2.54E+11 2.47E+11 2.17E+11 1.62E+11 1.21E+11 9.28E+10 6.28E+10 4.20E+10 2.79E+10 1.73E+10 1.08E+10 6.85E+09 4.25E+09 2.26E+09 1.35E+09 7.83E+08 4.48E+08 2.27E+08 1.25E+08 6.42E+07 3.59E+07 2.16E+07 6.17E+04 1.83E+04 2.24E+03 2.73E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  20.00  1.215  5.80E+12 4.87E+12 6.00E+13 1.81E+11 3.56E+11 5.30E+11 6.26E+11 6.09E+11 6.03E+11 5.36E+11 3.99E+11 3.03E+11 2.39E+11 1.64E+11 1.13E+11 7.76E+10 4.93E+10 3.18E+10 2.12E+10 1.38E+10 7.57E+09 4.76E+09 2.91E+09 1.77E+09 9.49E+08 5.62E+08 3.09E+08 1.91E+08 1.33E+08 1.15E+05 3.48E+04 2.97E+03 3.27E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  22.50  1.289  6.99E+13 4.64E+13 6.18E+14 1.45E+12 2.87E+12 4.55E+12 5.54E+12 5.43E+12 5.63E+12 5.15E+12 3.84E+12 3.00E+12 2.55E+12 1.82E+12 1.33E+12 1.00E+12 6.80E+11 4.79E+11 3.54E+11 2.60E+11 1.55E+11 1.12E+11 7.78E+10 5.53E+10 3.39E+10 2.41E+10 1.58E+10 1.24E+10 1.25E+10 5.48E+05 1.74E+05 6.04E+03 4.64E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  25.00  1.359  7.00E+14 4.58E+14 6.82E+15 1.16E+13 2.31E+13 3.90E+13 4.89E+13 4.85E+13 5.26E+13 4.95E+13 3.68E+13 2.97E+13 2.71E+13 2.01E+13 1.57E+13 1.30E+13 9.37E+12 7.22E+12 5.94E+12 4.92E+12 3.19E+12 2.62E+12 2.08E+12 1.72E+12 1.21E+12 1.03E+12 8.06E+11 8.09E+11 1.18E+12 2.61E+06 8.70E+05 1.22E+04 6.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  30.00  1.488  1.78E+17 7.04E+16 1.96E+18 7.44E+14 1.49E+15 2.87E+15 3.82E+15 3.86E+15 4.60E+15 4.58E+15 3.40E+15 2.91E+15 3.07E+15 2.46E+15 2.18E+15 2.18E+15 1.78E+15 1.64E+15 1.67E+15 1.76E+15 1.34E+15 1.44E+15 1.48E+15 1.67E+15 1.54E+15 1.89E+15 2.10E+15 3.43E+15 1.05E+16 5.91E+07 2.18E+07 5.05E+04 8.73E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  40.00  1.718  1.02E+21 2.04E+20 2.49E+21 3.07E+18 6.25E+18 1.55E+19 2.33E+19 2.44E+19 3.51E+19 3.91E+19 2.89E+19 2.79E+19 9.17E+15 7.33E+15 6.50E+15 6.51E+15 5.32E+15 4.90E+15 4.98E+15 5.27E+15 4.02E+15 4.32E+15 4.44E+15 5.00E+15 4.63E+15 5.66E+15 6.30E+15 1.03E+16 3.14E+16 3.04E+10 1.37E+10 8.56E+05 1.42E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  50.00  1.921  4.07E+21 4.07E+20 4.99E+21 6.13E+18 1.25E+19 3.10E+19 4.66E+19 4.89E+19 7.01E+19 7.83E+19 5.78E+19 5.57E+19 2.73E+16 2.19E+16 1.94E+16 1.95E+16 1.59E+16 1.46E+16 1.49E+16 1.58E+16 1.20E+16 1.30E+16 1.33E+16 1.50E+16 1.39E+16 1.70E+16 1.89E+16 3.09E+16 9.43E+16 6.07E+10 2.73E+10 1.45E+07 1.96E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  60.00  2.105  1.02E+22 8.15E+20 9.99E+21 1.23E+19 2.50E+19 6.20E+19 9.32E+19 9.77E+19 1.40E+20 1.57E+20 1.16E+20 1.11E+20 8.16E+16 6.53E+16 5.79E+16 5.82E+16 4.76E+16 4.38E+16 4.46E+16 4.73E+16 3.61E+16 3.88E+16 3.99E+16 4.50E+16 4.16E+16 5.09E+16 5.67E+16 9.27E+16 2.83E+17 1.21E+11 5.46E+10 2.47E+08 2.51E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  70.00  2.273  2.24E+22 1.63E+21 2.00E+22 2.45E+19 5.00E+19 1.24E+20 1.86E+20 1.95E+20 2.81E+20 3.13E+20 2.31E+20 2.23E+20 2.43E+17 1.95E+17 1.73E+17 1.74E+17 1.42E+17 1.31E+17 1.34E+17 1.42E+17 1.08E+17 1.16E+17 1.19E+17 1.35E+17 1.25E+17 1.53E+17 1.70E+17 2.78E+17 8.48E+17 2.42E+11 1.09E+11 4.18E+09 3.06E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  80.00  2.430  4.69E+22 3.27E+21 4.02E+22 4.90E+19 9.99E+19 2.48E+20 3.73E+20 3.91E+20 5.61E+20 6.26E+20 4.63E+20 4.46E+20 7.25E+17 5.81E+17 5.16E+17 5.19E+17 4.25E+17 3.92E+17 4.00E+17 4.24E+17 3.24E+17 3.49E+17 3.58E+17 4.04E+17 3.74E+17 4.58E+17 5.10E+17 8.34E+17 2.54E+18 4.84E+11 2.18E+11 7.10E+10 3.60E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  90.00  2.578  9.60E+22 6.54E+21 8.08E+22 9.81E+19 2.00E+20 4.96E+20 7.46E+20 7.82E+20 1.12E+21 1.25E+21 9.25E+20 8.91E+20 2.16E+18 1.73E+18 1.54E+18 1.55E+18 1.27E+18 1.17E+18 1.20E+18 1.27E+18 9.69E+17 1.04E+18 1.07E+18 1.21E+18 1.12E+18 1.37E+18 1.53E+18 2.50E+18 7.63E+18 9.67E+11 4.36E+11 1.21E+12 4.15E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 100.00  2.717  1.94E+23 1.31E+22 1.63E+23 1.96E+20 3.99E+20 9.92E+20 1.49E+21 1.56E+21 2.24E+21 2.50E+21 1.85E+21 1.78E+21 6.45E+18 5.17E+18 4.60E+18 4.64E+18 3.80E+18 3.51E+18 3.58E+18 3.80E+18 2.90E+18 3.13E+18 3.22E+18 3.63E+18 3.36E+18 4.12E+18 4.59E+18 7.50E+18 2.29E+19 1.93E+12 8.71E+11 2.05E+13 4.69E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 110.00  2.850  3.91E+23 2.63E+22 3.29E+23 3.92E+20 7.99E+20 1.98E+21 2.98E+21 3.13E+21 4.49E+21 5.01E+21 3.70E+21 3.56E+21 1.92E+19 1.54E+19 1.37E+19 1.39E+19 1.14E+19 1.05E+19 1.07E+19 1.14E+19 8.69E+18 9.38E+18 9.64E+18 1.09E+19 1.01E+19 1.24E+19 1.38E+19 2.25E+19 6.87E+19 3.86E+12 1.74E+12 3.47E+14 5.24E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 120.00  2.976  7.87E+23 5.29E+22 6.69E+23 7.84E+20 1.60E+21 3.97E+21 5.96E+21 6.25E+21 8.97E+21 1.00E+22 7.40E+21 7.13E+21 5.74E+19 4.60E+19 4.10E+19 4.14E+19 3.40E+19 3.14E+19 3.21E+19 3.41E+19 2.60E+19 2.81E+19 2.89E+19 3.26E+19 3.02E+19 3.71E+19 4.13E+19 6.75E+19 2.06E+20 7.71E+12 3.48E+12 5.89E+15 5.78E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 130.00  3.098  1.58E+24 1.07E+23 1.37E+24 1.57E+21 3.19E+21 7.94E+21 1.19E+22 1.25E+22 1.79E+22 2.00E+22 1.48E+22 1.43E+22 1.71E+20 1.37E+20 1.22E+20 1.24E+20 1.02E+20 9.39E+19 9.60E+19 1.02E+20 7.80E+19 8.42E+19 8.66E+19 9.78E+19 9.07E+19 1.11E+20 1.24E+20 2.02E+20 6.18E+20 1.54E+13 6.95E+12 9.99E+16 6.33E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 140.00  3.215  3.20E+24 2.16E+23 2.83E+24 3.14E+21 6.39E+21 1.59E+22 2.39E+22 2.50E+22 3.59E+22 4.01E+22 2.96E+22 2.85E+22 5.10E+20 4.10E+20 3.66E+20 3.70E+20 3.03E+20 2.81E+20 2.87E+20 3.05E+20 2.34E+20 2.52E+20 2.60E+20 2.93E+20 2.72E+20 3.33E+20 3.71E+20 6.07E+20 1.85E+21 3.08E+13 1.39E+13 1.70E+18 6.87E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 150.00  3.328  6.47E+24 4.39E+23 5.95E+24 6.27E+21 1.28E+22 3.17E+22 4.77E+22 5.00E+22 7.18E+22 8.01E+22 5.92E+22 5.70E+22 1.52E+21 1.22E+21 1.09E+21 1.10E+21 9.07E+20 8.40E+20 8.60E+20 9.15E+20 7.00E+20 7.56E+20 7.78E+20 8.79E+20 8.15E+20 9.99E+20 1.11E+21 1.82E+21 5.56E+21 6.15E+13 2.77E+13 2.88E+19 7.42E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 160.00  3.437  1.32E+25 8.99E+23 1.28E+25 1.25E+22 2.55E+22 6.35E+22 9.54E+22 1.00E+23 1.44E+23 1.60E+23 1.18E+23 1.14E+23 4.54E+21 3.65E+21 3.26E+21 3.30E+21 2.71E+21 2.51E+21 2.57E+21 2.74E+21 2.10E+21 2.26E+21 2.33E+21 2.64E+21 2.44E+21 3.00E+21 3.34E+21 5.46E+21 1.67E+22 1.23E+14 5.54E+13 4.88E+20 7.97E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 170.00  3.543  2.70E+25 1.87E+24 2.86E+25 2.51E+22 5.11E+22 1.27E+23 1.91E+23 2.00E+23 2.87E+23 3.20E+23 2.37E+23 2.28E+23 1.35E+22 1.09E+22 9.73E+21 9.86E+21 8.11E+21 7.52E+21 7.70E+21 8.20E+21 6.28E+21 6.79E+21 6.99E+21 7.90E+21 7.33E+21 8.99E+21 1.00E+22 1.64E+22 5.01E+22 2.46E+14 1.11E+14 8.29E+21 8.51E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 180.00  3.645  5.67E+25 4.06E+24 7.20E+25 5.02E+22 1.02E+23 2.54E+23 3.82E+23 4.00E+23 5.74E+23 6.41E+23 4.73E+23 4.56E+23 4.04E+22 3.25E+22 2.91E+22 2.95E+22 2.42E+22 2.25E+22 2.31E+22 2.46E+22 1.88E+22 2.03E+22 2.09E+22 2.37E+22 2.20E+22 2.70E+22 3.00E+22 4.92E+22 1.50E+23 4.91E+14 2.21E+14 1.41E+23 9.06E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 190.00  3.745  1.31E+26 1.08E+25 2.89E+26 1.00E+23 2.04E+23 5.08E+23 7.63E+23 8.00E+23 1.15E+24 1.28E+24 9.47E+23 9.12E+23 1.20E+23 9.69E+22 8.67E+22 8.81E+22 7.25E+22 6.72E+22 6.90E+22 7.35E+22 5.63E+22 6.09E+22 6.28E+22 7.10E+22 6.59E+22 8.08E+22 9.01E+22 1.47E+23 4.50E+23 9.80E+14 4.43E+14 2.39E+24 9.60E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 200.00  3.843  4.81E+26 5.91E+25 2.72E+27 2.01E+23 4.09E+23 1.02E+24 1.53E+24 1.60E+24 2.30E+24 2.56E+24 1.89E+24 1.82E+24 3.59E+23 2.89E+23 2.59E+23 2.63E+23 2.17E+23 2.01E+23 2.07E+23 2.20E+23 1.69E+23 1.83E+23 1.88E+23 2.13E+23 1.98E+23 2.42E+23 2.70E+23 4.42E+23 1.35E+24 1.96E+15 8.84E+14 4.05E+25 1.01E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 
                    *********************************************************************************
                    *  Z= 62 A=149: Negative-parity Spin-dependent Level Density [MeV-1] for SM149  *
                    *********************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT    J=01/2   J=03/2   J=05/2   J=07/2   J=09/2   J=11/2   J=13/2   J=15/2   J=17/2   J=19/2   J=21/2   J=23/2   J=25/2   J=27/2   J=29/2   J=31/2   J=33/2   J=35/2   J=37/2   J=39/2   J=41/2   J=43/2   J=45/2   J=47/2   J=49/2   J=51/2   J=53/2   J=55/2   J=57/2   J=59/2   J=61/2   J=63/2   J=65/2   J=67/2   J=69/2   J=71/2   J=73/2   J=75/2   J=77/2   J=79/2   J=81/2   J=83/2   J=85/2   J=87/2   J=89/2   J=91/2   J=93/2   J=95/2   J=97/2   J=99/2
   0.25  0.136  1.00E+00 7.73E+00 3.58E+01 1.67E+00 3.79E+00 9.09E-01 9.09E-01 4.55E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   0.50  0.192  3.00E+00 6.52E+00 3.36E+01 1.67E+00 2.12E+00 9.09E-01 9.09E-01 9.09E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   0.75  0.235  5.00E+00 1.00E+01 6.33E+01 4.55E-01 3.79E+00 2.58E+00 9.09E-01 1.36E+00 9.09E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.00  0.272  8.00E+00 1.44E+01 8.30E+01 2.58E+00 4.70E+00 3.03E+00 1.82E+00 9.09E-01 9.09E-01 4.55E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.25  0.304  1.30E+01 2.57E+01 1.46E+02 5.13E+00 8.94E+00 4.85E+00 2.73E+00 1.82E+00 9.09E-01 9.09E-01 4.55E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.50  0.333  2.10E+01 3.38E+01 2.06E+02 8.01E+00 8.21E+00 4.55E+00 6.67E+00 2.73E+00 1.82E+00 9.09E-01 9.09E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.75  0.359  3.30E+01 6.34E+01 3.91E+02 1.09E+01 1.82E+01 1.35E+01 8.79E+00 4.94E+00 3.94E+00 1.82E+00 9.09E-01 4.55E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.00  0.384  5.30E+01 9.35E+01 5.97E+02 1.68E+01 2.11E+01 1.97E+01 1.71E+01 7.51E+00 7.12E+00 2.27E+00 9.09E-01 9.09E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.25  0.408  8.60E+01 1.75E+02 1.15E+03 2.67E+01 4.14E+01 3.88E+01 3.17E+01 1.72E+01 1.02E+01 5.91E+00 1.82E+00 9.09E-01 9.09E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.50  0.430  1.39E+02 2.44E+02 1.65E+03 3.02E+01 5.12E+01 6.00E+01 4.54E+01 3.20E+01 1.44E+01 5.91E+00 2.73E+00 1.36E+00 9.09E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.75  0.451  2.22E+02 4.21E+02 2.85E+03 5.97E+01 9.06E+01 9.44E+01 7.10E+01 5.05E+01 3.26E+01 1.32E+01 5.46E+00 2.27E+00 9.09E-01 4.55E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.00  0.471  3.50E+02 6.02E+02 4.21E+03 8.32E+01 1.23E+02 1.33E+02 9.88E+01 7.55E+01 4.82E+01 2.32E+01 1.08E+01 4.09E+00 1.82E+00 9.09E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
